Localidad,Id_Provincia,Id_Partido,Id_Localidad
La Merced del Encon,17,359,2116
La Silleta,17,359,2117
Rosario de Lerma,17,359,2118
Angastaco,17,305,2119
Animana,17,305,2120
El Barrial,17,305,2121
Acoyte,17,360,2122
Campo la Cruz,17,360,2123
Nazareno,17,360,2124
Poscaya,17,360,2125
Santa Victoria,17,360,2126
Tupeli,18,1,2127
Villa Borjas,18,1,2128
Villa Borjas - la Chimbera,18,1,2129
Alto de Sierra,18,2,2130
Colonia Fiorito,18,2,2131
El Rincon,18,361,2132
Villa General San Martin,18,361,2133
Villa General San Martin - Campo Afuera,18,361,2134
Villa el Salvador - Villa Sefair,18,362,2135
Barreal - Villa Pituil,18,363,2136
Calingasta,18,363,2137
Tamberias,18,363,2138
San Juan,18,144,2139
Caucete,18,364,2140
Vallecito,18,364,2141
Villa Independencia,18,364,2142
Chimbas,18,365,2143
Villa Paula Albarracin,18,365,2144
Angualasto,18,366,2145
Iglesia,18,366,2146
Pismanta,18,366,2147
Rodeo,18,366,2148
Tudcum,18,366,2149
Gran China,18,367,2150
Huaco,18,367,2151
Niquivil,18,367,2152
Pampa Vieja,18,367,2153
San Jose de Jachal,18,367,2154
Villa Mercedes,18,367,2155
Quinto Cuartel,18,368,2156
Villa Aberastain,18,368,2157
Villa Aberastain - la Rinconada,18,368,2158
Villa Barbosa - Villa Nacusi,18,368,2159
El Medanito,18,181,2160
Villa Bolanos,18,181,2161
Villa Krause,18,181,2162
Dos Acequias (est. los Angacos),18,223,2163
San Isidro (est. los Angacos),18,223,2164
Villa Don Bosco (est. Angaco Sud),18,223,2165
Villa San Martin,18,223,2166
Canada Honda,18,183,2167
Cienaguita,18,183,2168
Las Lagunas,18,183,2169
Los Berros,18,183,2170
Villa Media Agua,18,183,2171
Villa Ibanez,18,370,2172
Astica,18,371,2173
Villa San Agustin,18,371,2174
Villa Basilio Nievas,18,372,2175
La Majada,19,10,2176
Lomas Blancas,19,10,2177
Pampa Grande,19,10,2178
Quines,19,10,2179
Rio Juan Gomez,19,10,2180
San Francisco del Monte de Oro,19,10,2181
Nogoli,19,373,2182
Villa de la Quebrada,19,373,2183
Villa General Roca,19,373,2184
Concaran,19,28,2185
Cortaderas,19,28,2186
El Algarrobal,19,28,2187
Naschel,19,28,2188
Renca,19,28,2189
San Pablo,19,28,2190
Tilisarao,19,28,2191
Villa Larca,19,28,2192
Carolina,19,34,2193
El Trapiche,19,34,2194
Fraga,19,34,2195
La Bajada,19,34,2196
La Toma,19,34,2197
Rio Grande,19,34,2198
Juan Jorba,19,374,2199
Juan Llerena,19,374,2200
Justo Daract,19,374,2201
La Angelina,19,374,2202
La Punilla,19,374,2203
Lavaisse,19,374,2204
San Jose del Morro,19,374,2205
Villa Salles,19,374,2206
Anchorena,19,375,2207
Arizona,19,375,2208
Bagual,19,375,2209
Batavia,19,375,2210
Buena Esperanza,19,375,2211
Fortin el Patria,19,375,2212
Fortuna,19,375,2213
La Maroma,19,375,2214
Martin de Loyola,19,375,2215
Nahuel Mapa,19,375,2216
Navia,19,375,2217
Nueva Galia,19,375,2218
Union,19,375,2219
Carpinteria,19,66,2220
Cerro de Oro,19,66,2221
Lafinur,19,66,2222
Los Cajones,19,66,2223
Santa Rosa del Conlara,19,66,2224
Talita,19,66,2225
Alto Pelado,19,376,2226
Alto Pencoso,19,376,2227
Balde,19,376,2228
Beazley,19,376,2229
Cazador,19,376,2230
Chosmes,19,376,2231
Desaguadero,19,376,2232
El Volcan,19,376,2233
Jarilla,19,376,2234
Juana Koslay,19,376,2235
La Punta,19,376,2236
Las Barrancas,19,376,2237
Potrero de los Funes,19,376,2238
Salinas del Bebedero,19,376,2239
San Jeronimo,19,376,2240
San Luis,19,376,2241
Varela,19,376,2242
Zanjitas,19,376,2243
El Puesto,19,316,2244
La Vertiente,19,316,2245
Las Aguadas,19,316,2246
Paso Grande,19,316,2247
Potrerillo,19,316,2248
Villa de Praga,19,316,2249
Comandante Luis Piedrabuena,20,377,2250
Puerto Santa Cruz,20,377,2251
Caleta Olivia,20,378,2252
Canadon Seco,20,378,2253
Jaramillo,20,378,2254
Pico Truncado,20,378,2255
Puerto Deseado,20,378,2256
28 de Noviembre,20,379,2257
El Turbio (est. Gobernador Mayer),20,379,2258
Rio Gallegos,20,379,2259
Yacimientos Rio Turbio,20,379,2260
El Calafate,20,380,2261
El Chalten,20,380,2262
Tres Lagos,20,380,2263
Los Antiguos,20,381,2264
Perito Moreno,20,381,2265
Puerto San Julian,20,382,2266
Bajo Caracoles,20,383,2267
Gobernador Gregores,20,383,2268
Esteban Rams,21,2,2269
Gato Colorado,21,2,2270
Gregoria Perez de Denis (est. el Nochero),21,2,2271
Logrono,21,2,2272
Montefiore,21,2,2273
Pozo Borrado,21,2,2274
Santa Margarita,21,2,2275
Tostado,21,2,2276
Villa Minetti,21,2,2277
Armstrong,21,373,2278
Bouquet,21,373,2279
Las Parejas,21,373,2280
Las Rosas,21,373,2281
Montes de Oca,21,373,2282
Tortugas,21,373,2283
Arequito,21,384,2284
Arteaga,21,384,2285
Beravebu,21,384,2286
Bigand,21,384,2287
Casilda,21,384,2288
Chabas,21,384,2289
Chanar Ladeado,21,384,2290
Godeken,21,384,2291
Los Nogales,21,384,2292
Los Quirquinchos,21,384,2293
San Jose de la Esquina,21,384,2294
Sanford,21,384,2295
Villada,21,384,2296
Aldao (est. Casablanca),21,385,2297
Angelica,21,385,2298
Ataliva,21,385,2299
Aurelia,21,385,2300
Bauer y Sigel,21,385,2301
Bella Italia,21,385,2302
Castellanos,21,385,2303
Colonia Bicha,21,385,2304
Colonia Cello,21,385,2305
Colonia Margarita,21,385,2306
Colonia Raquel,21,385,2307
Coronel Fraga,21,385,2308
Esmeralda,21,385,2309
Estacion Clucellas,21,385,2310
Estacion Saguier,21,385,2311
Eusebia y Carolina,21,385,2312
Eustolia,21,385,2313
Frontera,21,385,2314
Humberto Primo,21,385,2315
Josefina,21,385,2316
Lehmann,21,385,2317
Maria Juana,21,385,2318
Plaza Clucellas,21,385,2319
Plaza Saguier,21,385,2320
Presidente Roca,21,385,2321
Pueblo Marini,21,385,2322
Rafaela,21,385,2323
Ramona,21,385,2324
Santa Clara de Saguier,21,385,2325
Sunchales,21,385,2326
Susana,21,385,2327
Tacural,21,385,2328
Vila,21,385,2329
Virginia,21,385,2330
Zenon Pereyra,21,385,2331
Alcorta,21,386,2332
Bombal,21,386,2333
Cepeda,21,386,2334
Empalme Villa Constitucion,21,386,2335
General Gelly,21,386,2336
Godoy,21,386,2337
Juan B. Molina,21,386,2338
Juncal,21,386,2339
La Vanguardia,21,386,2340
Maximo Paz (est. Paz),21,386,2341
Pavon Arriba,21,386,2342
Peyrano,21,386,2343
Rueda,21,386,2344
Sargento Cabral,21,386,2345
Stephenson,21,386,2346
Villa Constitucion,21,386,2347
Cayasta,21,387,2348
Los Zapallos,21,387,2349
Saladero Mariano Cabal,21,387,2350
Santa Rosa de Calchines,21,387,2351
Aaron Castellanos (est. Castellanos),21,388,2352
Amenabar,21,388,2353
Cafferata,21,388,2354
Canada del Ucle,21,388,2355
Carmen,21,388,2356
Carreras,21,388,2357
Chapuy,21,388,2358
Chovet,21,388,2359
Christophersen,21,388,2360
Diego de Alvear,21,388,2361
Elortondo,21,388,2362
Firmat,21,388,2363
Hughes,21,388,2364
La Chispa,21,388,2365
Labordeboy,21,388,2366
Maggiolo,21,388,2367
Maria Teresa,21,388,2368
Melincue (est. San Urbano),21,388,2369
Miguel Torres,21,388,2370
Murphy,21,388,2371
Rufino,21,388,2372
San Eduardo,21,388,2373
San Francisco de Santa Fe,21,388,2374
San Gregorio,21,388,2375
Sancti Spiritu,21,388,2376
Teodelina,21,388,2377
Venado Tuerto,21,388,2378
Villa Canas,21,388,2379
Wheelwright,21,388,2380
Arroyo Ceibal,21,389,2381
Avellaneda (est. Ewald),21,389,2382
Berna,21,389,2383
El Araza,21,389,2384
El Rabon,21,389,2385
Florencia,21,389,2386
Guadalupe Norte,21,389,2387
Ingeniero Chanourdie,21,389,2388
La Isleta,21,389,2389
La Sarita,21,389,2390
Lanteri,21,389,2391
Las Garzas,21,389,2392
Los Laureles,21,389,2393
Malabrigo,21,389,2394
Paraje San Manuel,21,389,2395
Reconquista,21,389,2396
San Antonio de Obligado,21,389,2397
Tacuarendi (emb. Kilometro 421),21,389,2398
Villa Ana,21,389,2399
Villa Guillermina,21,389,2400
Villa Ocampo,21,389,2401
Barrio Cicarelli,21,390,2402
Bustinza,21,390,2403
Canada de Gomez,21,390,2404
Carrizales (est. Clarke),21,390,2405
Classon,21,390,2406
Colonia Medici,21,390,2407
Correa,21,390,2408
Larguia,21,390,2409
Lucio V. Lopez,21,390,2410
Oliveros,21,390,2411
Pueblo Andino,21,390,2412
Salto Grande,21,390,2413
Serodino,21,390,2414
Totoras,21,390,2415
Villa Eloisa,21,390,2416
Villa la Rivera (oliveros),21,390,2417
Villa la Rivera (pueblo Andino),21,390,2418
Angel Gallardo,21,376,2419
Arroyo Aguiar,21,376,2420
Arroyo Leyes,21,376,2421
Cabal,21,376,2422
Candioti,21,376,2423
Emilia,21,376,2424
Laguna Paiva,21,376,2425
Llambi Campbell,21,376,2426
Monte Vera,21,376,2427
Nelson,21,376,2428
San Jose del Rincon,21,376,2429
Santa Fe,21,376,2430
Sauce Viejo,21,376,2431
Cavour,21,391,2432
Cululu,21,391,2433
Elisa,21,391,2434
Empalme San Carlos,21,391,2435
Felicia,21,391,2436
Franck,21,391,2437
Grutly,21,391,2438
Hipatia,21,391,2439
Humboldt,21,391,2440
La Pelada,21,391,2441
Maria Luisa,21,391,2442
Matilde,21,391,2443
Nuevo Torino,21,391,2444
Progreso,21,391,2445
Providencia,21,391,2446
Sa Pereyra,21,391,2447
San Carlos Centro,21,391,2448
San Carlos Norte,21,391,2449
San Carlos Sud,21,391,2450
San Jeronimo del Sauce,21,391,2451
San Jeronimo Norte,21,391,2452
Santa Clara de Buena Vista,21,391,2453
Acebal,21,392,2454
Albarellos,21,392,2455
Alvarez,21,392,2456
Arminda,21,392,2457
Arroyo Seco,21,392,2458
Carmen del Sauce,21,392,2459
Coronel Bogado,21,392,2460
Coronel Rodolfo S. Dominguez,21,392,2461
Cuatro Esquinas,21,392,2462
El Caramelo,21,392,2463
Fighiera,21,392,2464
Funes,21,392,2465
General Lagos,21,392,2466
Granadero Baigorria,21,392,2467
Ibarlucea,21,392,2468
Kilometro 101,21,392,2469
Perez,21,392,2470
Pinero (est. Erasto),21,392,2471
Pueblo Esther,21,392,2472
Pueblo Munoz (est. Bernard),21,392,2473
Pueblo Uranga,21,392,2474
Puerto Arroyo Seco,21,392,2475
Rosario,21,392,2476
Soldini,21,392,2477
Villa Amelia,21,392,2478
Villa del Plata,21,392,2479
Villa Gobernador Galvez,21,392,2480
Zavalla,21,392,2481
Aguara Grande,21,393,2482
Ambrosetti,21,393,2483
Arrufo,21,393,2484
Balneario la Verde,21,393,2485
Capivara,21,393,2486
Ceres,21,393,2487
Colonia Ana,21,393,2488
Colonia Bossi,21,393,2489
Colonia Rosa,21,393,2490
Curupaity,21,393,2491
Hersilia,21,393,2492
Huanqueros,21,393,2493
La Cabral,21,393,2494
La Rubia,21,393,2495
Las Palmeras,21,393,2496
Moises Ville,21,393,2497
Monigotes,21,393,2498
Nanducita,21,393,2499
Palacios,21,393,2500
San Cristobal,21,393,2501
San Guillermo,21,393,2502
Santurce,21,393,2503
Soledad,21,393,2504
Suardi,21,393,2505
Villa Saralegui,21,393,2506
Alejandra,21,201,2507
Cacique Ariacaiquin,21,201,2508
Colonia Duran,21,201,2509
La Brava,21,201,2510
Romang,21,201,2511
Arocena,21,394,2512
Barrio Caima,21,394,2513
Bernardo de Irigoyen (est. Irigoyen),21,394,2514
Centeno,21,394,2515
Coronda,21,394,2516
Desvio Arijon,21,394,2517
Diaz,21,394,2518
Gaboto,21,394,2519
Galvez,21,394,2520
Gessler,21,394,2521
Irigoyen,21,394,2522
Larrechea,21,394,2523
Loma Alta,21,394,2524
Lopez (est. San Martin de Tours),21,394,2525
Maciel,21,394,2526
Monje,21,394,2527
San Eugenio,21,394,2528
San Fabian,21,394,2529
San Genaro,21,394,2530
San Genaro Norte,21,394,2531
Angeloni,21,202,2532
Cayastacito,21,202,2533
Colonia Dolores,21,202,2534
Esther,21,202,2535
Gobernador Crespo,21,202,2536
La Criolla (est. Canadita),21,202,2537
La Penca y Caraguata,21,202,2538
Marcelino Escalada,21,202,2539
Nare,21,202,2540
Pedro Gomez Cello,21,202,2541
Ramayon,21,202,2542
San Martin Norte,21,202,2543
Silva (est. Abipones),21,202,2544
Vera y Pintado (est. Guaranies),21,202,2545
Videla,21,202,2546
Aldao,21,169,2547
Capitan Bermudez,21,169,2548
Carcarana,21,169,2549
Coronel Arnold,21,169,2550
Fuentes,21,169,2551
Luis Palacios (est. la Salada),21,169,2552
Puerto General San Martin,21,169,2553
Pujato,21,169,2554
Ricardone,21,169,2555
Roldan,21,169,2556
San Jeronimo Sud,21,169,2557
Timbues,21,169,2558
Villa Mugueta,21,169,2559
Canada Rosquin,21,223,2560
Carlos Pellegrini,21,223,2561
Casas,21,223,2562
Colonia Belgrano,21,223,2563
El Trebol,21,223,2564
Landeta,21,223,2565
Las Bandurrias,21,223,2566
Las Petacas,21,223,2567
Los Cardos,21,223,2568
Maria Susana,21,223,2569
Piamonte,21,223,2570
San Jorge,21,223,2571
San Martin de las Escobas,21,223,2572
Sastre,21,223,2573
Calchaqui,21,395,2574
Canada Ombu,21,395,2575
Colmena,21,395,2576
Fortin Olmos,21,395,2577
Garabato,21,395,2578
Golondrina,21,395,2579
Intiyaco,21,395,2580
Kilometro 115,21,395,2581
La Gallareta,21,395,2582
Los Amores,21,395,2583
Margarita,21,395,2584
Paraje 29,21,395,2585
Pozo de los Indios,21,395,2586
Pueblo Santa Lucia,21,395,2587
Tartagal (est. el Tajamar),21,395,2588
Toba,21,395,2589
Vera (est. Gobernador Vera),21,395,2590
Argentina,22,396,2591
Casares,22,396,2592
Malbran,22,396,2593
Villa General Mitre (est. Pinto),22,396,2594
Campo Gallo,22,397,2595
Coronel Manuel L. Rico,22,397,2596
Donadeu,22,397,2597
Sachayoj,22,397,2598
Estacion Atamisqui,22,398,2599
Medellin,22,398,2600
Villa Atamisqui,22,398,2601
Colonia Dora,22,9,2602
Lugones,22,9,2603
Real Sayana,22,9,2604
Villa Mailin,22,9,2605
Abra Grande,22,399,2606
Chaupi Pozo,22,399,2607
Clodomira,22,399,2608
Huyamampa,22,399,2609
La Aurora,22,399,2610
Los Quiroga,22,399,2611
Los Soria,22,399,2612
Simbolar,22,399,2613
Tramo 20,22,399,2614
Bandera,22,373,2615
Cuatro Bocas,22,373,2616
Fortin Inca,22,373,2617
Guardia Escolta,22,373,2618
El Mojon,22,144,2619
El Zanjon,22,144,2620
Los Cardozos,22,144,2621
Maco,22,144,2622
Maquito,22,144,2623
Morales,22,144,2624
Santiago del Estero,22,144,2625
Vuelta de la Barranca,22,144,2626
Yanda,22,144,2627
Choya,22,400,2628
Estacion la Punta,22,400,2629
Frias,22,400,2630
Villa la Punta,22,400,2631
El Cabure,22,401,2632
La Firmeza,22,401,2633
Los Pirpintos,22,401,2634
Los Tigres,22,401,2635
Monte Quemado,22,401,2636
Nueva Esperanza,22,401,2637
Pampa de los Guanacos,22,401,2638
San Jose del Boqueron,22,401,2639
Urutau,22,401,2640
Bandera Bajada,22,402,2641
Caspi Corral,22,402,2642
Colonia San Juan,22,402,2643
La Canada,22,402,2644
La Invernada,22,402,2645
Vaca Huanuna,22,402,2646
Villa Figueroa,22,402,2647
Anatuya,22,403,2648
Averias,22,403,2649
Estacion Tacanitas,22,403,2650
Los Juries,22,403,2651
Tomas Young,22,403,2652
El Arenal,22,405,2653
El Bobadal,22,405,2654
El Charco,22,405,2655
Gramilla,22,405,2656
Isca Yacu,22,405,2657
Pozo Hondo,22,405,2658
El Cuadrado,22,406,2659
Matara,22,406,2660
Suncho Corral,22,406,2661
Vilelas,22,406,2662
Villa San Martin (est. Loreto),22,407,2663
Aerolito,22,88,2664
Alhuampa,22,88,2665
Hasse,22,88,2666
Hernan Mejia Miraval,22,88,2667
Las Tinajas,22,88,2668
Patay,22,88,2669
Pueblo Pablo Torelo (est. Otumpa),22,88,2670
Quimili,22,88,2671
Roversi,22,88,2672
Tintina,22,88,2673
Weisburd,22,88,2674
Sol de Julio,22,409,2675
Villa Ojo de Agua,22,409,2676
Las Delicias,22,95,2677
Rapelli,22,95,2678
Ramirez de Velazco,22,410,2679
Sumampa,22,410,2680
Sumampa Viejo,22,410,2681
Chanar Pozo de Abajo,22,411,2682
Chauchillas,22,411,2683
Colonia Tinco,22,411,2684
Los Nunez,22,411,2685
Mansupa,22,411,2686
Pozuelos,22,411,2687
Termas de Rio Hondo,22,411,2688
Villa Rio Hondo,22,411,2689
Colonia Alpina,22,106,2690
Palo Negro,22,106,2691
Selva,22,106,2692
Beltran,22,412,2693
Colonia el Simbolar,22,412,2694
Fernandez,22,412,2695
Ingeniero Forres (est. Chaguar Punco),22,412,2696
Vilmer,22,412,2697
Chilca Juliana,22,413,2698
Los Telares,22,413,2699
Villa Salavina,22,413,2700
Brea Pozo,22,223,2701
Estacion Robles,22,223,2702
Estacion Taboada,22,223,2703
Garza,22,183,2704
Arraga,22,414,2705
Nueva Francia,22,414,2706
Simbol,22,414,2707
Base Belgrano Ii,23,415,2708
Base Orcadas,23,415,2709
Base San Martin,23,415,2710
Tolhuin,23,416,2711
Laguna Escondida,23,417,2712
Ushuaia,23,417,2713
7 de Abril,24,418,2714
Garmendia,24,418,2715
Piedrabuena,24,418,2716
Villa Burruyacu,24,418,2717
San Miguel de Tucuman (est. Tucuman),24,144,2718
Arcadia,24,419,2719
Alderetes,24,420,2720
Banda del Rio Sali,24,420,2721
Colombres,24,420,2722
Delfin Gallo,24,420,2723
El Bracho,24,420,2724
Las Cejas,24,420,2725
Los Ralos,24,420,2726
Ranchillos,24,420,2727
San Andres,24,420,2728
Famailla,24,421,2729
Graneros,24,422,2730
Taco Ralo,24,422,2731
Juan Bautista Alberdi,24,423,2732
La Cocha,24,424,2733
San Jose de la Cocha,24,424,2734
Estacion Araoz,24,425,2735
Manuel Garcia Fernandez,24,425,2736
Pala Pala,24,425,2737
Santa Rosa de Leales,24,425,2738
Villa de Leales,24,425,2739
Villa Fiad - Ingenio Leales,24,425,2740
El Manantial,24,426,2741
Ingenio San Pablo,24,426,2742
La Reduccion,24,426,2743
Lules,24,426,2744
Acheral,24,427,2745
Capitan Caceres,24,427,2746
Monteros,24,427,2747
Pueblo Independencia,24,427,2748
Rio Seco,24,427,2749
Sargento Moya,24,427,2750
Teniente Berdina,24,427,2751
Villa Quinteros,24,427,2752
Aguilares,24,383,2753
Rio Chico,24,383,2754
Atahona,24,428,2755
Monteagudo,24,428,2756
Nueva Trinidad,24,428,2757
Simoca,24,428,2758
Villa Chicligasta,24,428,2759
Amaicha del Valle,24,429,2760
Colalao del Valle,24,429,2761
El Mollar,24,429,2762
Tafi del Valle,24,429,2763
Barrio Lomas de Tafi,24,430,2764
Barrio Mutual San Martin,24,430,2765
Diagonal Norte - Luz y Fuerza - los Pocitos - Villa Nueva Italia (6),24,430,2766
Tafi Viejo,24,430,2767
Villa Mariano Moreno - el Colmenar,24,430,2768
San Pedro de Colalao,24,431,2769
Villa de Trancas,24,431,2770
Villa Carmela,24,432,2771
Yerba Buena - Marcos Paz,24,432,2772
Bellocq,2,24,2773
Garre,2,61,2774
Berutti,2,128,2775
Gobernador Costa,5,184,2776
San Ignacio (loteo Velez Crespo),6,186,2777
Canteras Quilpo,6,187,2778
Nicolas Bruzzone,6,188,2779
Guasapampa,6,192,2780
Talaini,6,192,2781
San Joaquin,6,194,2782
La Almona,10,251,2783
Rio Blanco,10,255,2784
Loteo Navea,10,257,2785
Pichi Huinca,11,281,2786
Machigasta,12,286,2787
Guanchin,12,289,2788
Castro Barros,12,48,2789
Suriyaco,12,297,2790
Tuyubil,12,297,2791
Jague,12,299,2792
Villa el Salvador,18,362,2793
